time,open,high,low,close,volume,amount,xtim
2016-11-15 13:55:00,26.88,26.9,26.87,26.88,375.0,1010768.0,2016-11-15 13:55:00
2016-11-15 13:56:00,26.88,26.9,26.88,26.88,112.0,301558.0,2016-11-15 13:56:00
2016-11-15 13:57:00,26.9,26.91,26.89,26.91,103.0,280565.0,2016-11-15 13:57:00
2016-11-15 13:58:00,26.92,26.92,26.89,26.89,63.0,169506.0,2016-11-15 13:58:00
2016-11-15 13:59:00,26.91,26.91,26.89,26.9,37.0,99539.0,2016-11-15 13:59:00
2016-11-15 14:00:00,26.9,26.9,26.88,26.88,49.0,133637.0,2016-11-15 14:00:00
2016-11-15 14:01:00,26.89,26.89,26.88,26.88,33.0,88729.0,2016-11-15 14:01:00
2016-11-15 14:02:00,26.89,26.89,26.88,26.89,70.0,188179.0,2016-11-15 14:02:00
2016-11-15 14:03:00,26.89,26.91,26.88,26.91,64.0,172939.0,2016-11-15 14:03:00
2016-11-15 14:04:00,26.89,26.92,26.89,26.92,233.0,627152.0,2016-11-15 14:04:00
2016-11-15 14:05:00,26.92,26.93,26.89,26.9,293.0,788375.0,2016-11-15 14:05:00
2016-11-15 14:06:00,26.92,26.93,26.9,26.93,57.0,153460.0,2016-11-15 14:06:00
2016-11-15 14:07:00,26.94,26.95,26.91,26.91,142.0,382282.0,2016-11-15 14:07:00
2016-11-15 14:08:00,26.95,26.95,26.91,26.94,263.0,708548.0,2016-11-15 14:08:00
2016-11-15 14:09:00,26.94,26.96,26.93,26.96,216.0,583163.0,2016-11-15 14:09:00
2016-11-15 14:10:00,26.96,27.0,26.96,27.0,359.0,968970.0,2016-11-15 14:10:00
2016-11-15 14:11:00,27.01,27.02,26.95,26.95,300.0,809949.0,2016-11-15 14:11:00
2016-11-15 14:12:00,26.97,27.0,26.96,27.0,294.0,793563.0,2016-11-15 14:12:00
2016-11-15 14:13:00,27.0,27.0,26.98,27.0,219.0,595338.0,2016-11-15 14:13:00
2016-11-15 14:14:00,27.0,27.02,26.99,27.02,300.0,812887.0,2016-11-15 14:14:00
2016-11-15 14:15:00,27.02,27.02,27.0,27.0,175.0,474086.0,2016-11-15 14:15:00
2016-11-15 14:16:00,27.02,27.02,26.99,27.0,104.0,280835.0,2016-11-15 14:16:00
2016-11-15 14:17:00,27.01,27.06,27.01,27.04,472.0,1278828.0,2016-11-15 14:17:00
2016-11-15 14:18:00,27.06,27.09,27.06,27.09,338.0,919592.0,2016-11-15 14:18:00
2016-11-15 14:19:00,27.09,27.1,27.03,27.03,474.0,1283195.0,2016-11-15 14:19:00
2016-11-15 14:20:00,27.06,27.1,27.04,27.08,188.0,509262.0,2016-11-15 14:20:00
2016-11-15 14:21:00,27.09,27.1,27.02,27.02,240.0,649412.0,2016-11-15 14:21:00
2016-11-15 14:22:00,27.02,27.05,27.02,27.04,39.0,105456.0,2016-11-15 14:22:00
2016-11-15 14:23:00,27.05,27.05,27.05,27.05,32.0,86560.0,2016-11-15 14:23:00
2016-11-15 14:24:00,27.06,27.06,27.03,27.06,279.0,754481.0,2016-11-15 14:24:00
2016-11-15 14:25:00,27.06,27.06,27.05,27.06,85.0,231664.0,2016-11-15 14:25:00
2016-11-15 14:26:00,27.06,27.06,27.03,27.03,169.0,458148.0,2016-11-15 14:26:00
2016-11-15 14:27:00,27.06,27.06,27.06,27.06,196.0,532053.0,2016-11-15 14:27:00
2016-11-15 14:28:00,27.06,27.07,27.06,27.06,44.0,120094.0,2016-11-15 14:28:00
2016-11-15 14:29:00,27.07,27.08,27.03,27.06,84.0,229062.0,2016-11-15 14:29:00
2016-11-15 14:30:00,27.04,27.06,27.03,27.06,155.0,419217.0,2016-11-15 14:30:00
2016-11-15 14:31:00,27.07,27.08,26.99,26.99,427.0,1153372.0,2016-11-15 14:31:00
2016-11-15 14:32:00,26.99,27.05,26.99,27.05,583.0,1574104.0,2016-11-15 14:32:00
2016-11-15 14:33:00,27.06,27.07,27.06,27.06,45.0,121777.0,2016-11-15 14:33:00
2016-11-15 14:34:00,27.01,27.04,27.01,27.04,10.0,27013.0,2016-11-15 14:34:00
2016-11-15 14:35:00,27.05,27.06,27.04,27.04,87.0,235377.0,2016-11-15 14:35:00
2016-11-15 14:36:00,27.04,27.05,27.0,27.05,267.0,721194.0,2016-11-15 14:36:00
2016-11-15 14:37:00,27.05,27.09,27.05,27.09,350.0,947472.0,2016-11-15 14:37:00
2016-11-15 14:38:00,27.08,27.1,27.08,27.1,167.0,452502.0,2016-11-15 14:38:00
2016-11-15 14:39:00,27.09,27.09,27.0,27.0,1005.0,2716060.0,2016-11-15 14:39:00
2016-11-15 14:40:00,27.0,27.1,27.0,27.0,1424.0,3845873.0,2016-11-15 14:40:00
2016-11-15 14:41:00,27.1,27.11,26.99,27.03,1277.0,3449487.0,2016-11-15 14:41:00
2016-11-15 14:42:00,27.03,27.03,26.99,27.0,701.0,1893477.0,2016-11-15 14:42:00
2016-11-15 14:43:00,26.99,27.0,26.99,27.0,300.0,809988.0,2016-11-15 14:43:00
2016-11-15 14:44:00,26.99,26.99,26.98,26.98,169.0,456039.0,2016-11-15 14:44:00
2016-11-15 14:45:00,26.98,27.0,26.98,27.0,66.0,178090.0,2016-11-15 14:45:00
2016-11-15 14:46:00,26.99,27.0,26.98,27.0,56.0,151162.0,2016-11-15 14:46:00
2016-11-15 14:47:00,26.99,27.0,26.99,26.99,235.0,634452.0,2016-11-15 14:47:00
2016-11-15 14:48:00,26.99,27.03,26.99,27.03,194.0,526621.0,2016-11-15 14:48:00
2016-11-15 14:49:00,27.02,27.03,27.0,27.03,194.0,524258.0,2016-11-15 14:49:00
2016-11-15 14:50:00,27.01,27.03,27.0,27.0,39.0,107018.0,2016-11-15 14:50:00
